155,Histrionic,theatrical; exaggerated,0
156,Laud,praise,0
157,Obstreperous,noisy and boisterous,0
158,Portend,foretell,0
159,Retraction,withdrawal; cancellation of a statement,0
160,Titter,giggle quietly,0
161,Adversity,hardship,0
162,Broach,start to discuss; approach,0
163,Deference,respect,0
164,Esoteric,obscure and difficult to understand,0
165,Hoary,old,0
166,Lavish,on a grand scale; wasteful,0
167,Obtuse,mentally dull,0
168,Portent,a warning sign; omen,0
169,Revere,worship,0
170,Tome,large book,0
171,Advocate,support,0
172,Brusque,blunt; abrupt,0
173,Defoliate,cause leaves to fall off,0
174,Espouse,promote; take up; support,0
175,Hone,sharpen; increase; whet,0
176,Lax,careless; not strict,0
177,Obviate,avoid; make unnecessary,0
178,Poseur,someone who puts on an act,0
179,Riddled,full of (usually full of holes),0
180,Torpid,inactive; lazy; stagnant,0
181,Aesthetic,concerning art or beauty,0
182,Bulwark,fortification; barricade; wall,0
183,Defunct,no longer in existence,0
184,Etymology,the study of word origins,0
185,Hyperbole,grossly exaggerated speech,0
186,Legend,1. key to map;  2. myth or story,0
187,Odious,hateful,0
188,Posterity,future generations,0
189,Rife,common,0
190,Torpor,dormancy; sluggishness; inactivity,0
191,Affable,friendly; social; easygoing,0
192,Bureaucracy,officialdom,0
193,Degradation,deprivation; poverty; debasement,0
194,Eulogy,praise,0
195,Hypochondriac,a person obsessed with health; having imaginary illnesses,0
196,Legion,in large numbers,0
197,Officious,domineering; intrusive; meddlesome,0
198,Posthumous,after death,0
199,Rigor,thoroughness,0
200,Totter,walk unsteadily,0
201,Alacrity,eagerness; enthusiasm; quickness,0
202,Burgeon,grow; flourish; put forth new shoots,0
203,Deleterious,harmful,0
204,Euphemism,a polite phrase to cover something unpleasant,0
205,Hypocritical,insincere,0
206,Lethargic,tired; without energy,0
207,Ogle,stare at; observe in an obvious manner,0
208,Postulate,hypothesize; propose,0
209,Robust,strong; healthy; tough,0
210,Tractable,obedient; dutiful; polite,0
211,Alchemy,medieval chemistry; attempt to change base metal into gold,0
212,Burnish,polish,0
213,Deliberate,to think over deeply,0
214,Euphony,pleasant sounds,0
215,Iconoclast,person who opposes orthodoxy,0
216,Levity,flippancy; joking about serious matters,0
217,Olfactory,concerned with the sense of smell,0
218,Potable,suitable for drinking,0
219,Rotund,round,0
220,Tranquil,peaceful,0
221,Alibi,an excuse that shows someone was not at a crime scene,0
222,Buttress,strengthen; support,0
223,Delineation,demarcation; explanation; definition; outlining,0
224,Evacuate,vacate; empty; abandon,0
225,Idiosyncrasy,a personal peculiarity; something unique to an individual,0
226,Libertarian,someone who opposes tyranny,0
227,Ominous,threatening,0
228,Potent,powerful; compelling; strong,0
229,Ruminate,think over something; ponder,0
230,Transcribe,copy,0
231,Allay,to lessen,0
232,Byline,the line that tells you who wrote an article,0
233,Demur,hesitate; refuse,0
234,Exacerbate,make worse,0
235,Ignominious,shameful,0
236,Liniment,soothing lotion,0
237,Omnipotent,all-powerful,0
238,Pragmatic,practical,0
239,Ruse,trick; stratagem,0
240,Transgress,go astray; disobey; commit a sin,0
241,Alleviate,make less severe,0
242,Cacophony,discordant loud noises,0
243,Denounce,condemn; speak out against,0
244,Exasperated,frustrated; annoyed,0
245,Ignominy,shame [ignominious (a) = shameful],0
246,Lithe,flexible; supple,0
247,Omniscient,all-knowing,0
248,Pragmatist,practical person; one who is concerned with usefulness,0
249,Saccharin,falsely sweet,0
250,Transient,short-lived; ephemeral,0
251,Aloof,distant; detached; cold,0
252,Cajole,coax,0
253,Deplete,use up; lessen,0
254,Exceptionable,very bad (something which we should object to),0
255,Illuminate,to light up or make clear,0
256,Livid,very angry,0
257,Onerous,burdensome; hard to undertake,0
258,Preamble,introductory material,0
259,Sacrosanct,very holy; inviolable,0
260,Traverse,to move across,0
261,Altruism,putting others first; being self-sacrificing,0
262,Caldron,huge cooking pot,0
263,Deplore,regret,0
264,Exculpate,free someone from blame; pardon; acquit,0
265,Illusory,deceptive; false; misleading,0
266,Lobbyist,person who tries to persuade someone to support a particular cause,0
267,Onus,burden,0
268,Precarious,unstable; risky,0
269,Sagacious,wise,0
270,Trepidation,fear,0
271,Amass,accumulate,0
272,Callow,immature,0
273,Depravity,moral corruption,0
274,Execrable,very; very bad,0
275,Immoderate,excessive; extreme,0
276,Lofty,snooty; arrogant; haughty,0
277,Opaque,does not let light through,0
278,Precedent,a previous occurrence used as a guide,0
279,Sage,a wise person,0
280,Trinket,something of little value; knick-knack,0
281,Ambiguity,uncertainty; vagueness,0
282,Candid,frank; honest,0
283,Deprecate,criticize; denounce,0
284,Exegesis,scholarly explanation or interpretation,0
285,Immutable,unchanging; permanent,0
286,Longevity,long life,0
287,Opulent,wealthy; rich; magnificent,0
288,Precept,guiding principle,0
289,Salacious,lecherous; erotic,0
290,Trite,unoriginal; dull,0
291,Ambiguous,unclear in meaning; can be interpreted in different ways,0
292,Candor,frankness; openness,0
293,Deride,ridicule; make fun of; mock,0
294,Exemplary,outstandingly good; setting a fine example,0
295,Impartial,unbiased; neutral,0
296,Loquacious,talkative,0
297,Ordain,1. destine; 2. confer holy orders on a priest,0
298,Precinct,district of a city,0
299,Sallow,yellowish,0
300,Trivial,unimportant,0
301,Ambivalence,lack of clarity; wavering; being undecided,0
302,Cantankerous,bad-tempered; quarrelsome,0
303,Derogatory,uncomplimentary,0
304,Exemplify,to serve as a good example,0
305,Impecunious,having no money,0
306,Lucid,clear,0
307,Ornate,highly decorated,0
308,Precipice,steep slope,0
309,Salubrious,health-giving,0
310,Truant,shirker; someone absent without permission,0
311,Ambulatory,able to walk around (used of hospital patients),0
312,Capacious,spacious,0
313,Desecrate,to damage or pollute a holy place,0
314,Exhaustive,complete and thorough,0
315,Impious,wicked; profane,0
316,Ludicrous,ridiculous; silly,0
317,Orthodox,conventional,0
318,Precipitous,done in a hurry,0
319,Salutary,something which teaches you a lesson; beneficial,0
320,Truncate,cut short,0
321,Ameliorate,make better,0
322,Capitulate,surrender; give in to,0
323,Desecration,spoiling something holy,0
324,Exonerates,acquits; absolves; removes blame,0
325,Impoverished,destitute; poor,0
326,Lukewarm,1. unenthusiastic; 2. neither hot nor cold,0
327,Ossify,1. turn to bone; 2. become fixed and rigid,0
328,Preclude,prevent or make impossible,0
329,Sanctimonious,hypocritically holy,0
330,Tumult,uproar; noise,0
331,Amelioration,improvement,0
332,Carping,constant criticism,0
333,Desist,stop; discontinue; cease,0
334,Exorcism,getting free/rid of; eliminating (especially demons),0
335,Impromptu,unrehearsed; spontaneous,0
336,Lummox,clumsy person,0
337,Ostentatious,showy,0
338,Precocious,developing early,0
339,Sanction,give approval to,0
340,Turpitude,depravity,0
341,Amiable,friendly,0
342,Cartographer,person who makes maps,0
343,Despondent,having no hope; miserable,0
344,Expatriate,refugee; emigrant; someone living away from his own country,0
345,Inadvertent,not intentional,0
346,Luscious,juicy; moist; succulent,0
347,Oust,push out of a position,0
348,Predecessor,one who came before,0
349,Sanguinary,bloodthirsty; bloody,0
350,Tyro,novice; beginner,0
351,Amity,friendship,0
352,Castigate,scold strongly,0
353,Destitution,hardship; poverty; misery,0
354,Expedient,convenient; practical,0
355,Incantation,chant; invocation; prayer,0
356,Lynch,assassinate; kill; illegal hanging,0
357,Overt,obvious; not hidden,0
358,Predicament,dilemma; difficult situation,0
359,Sanguine,optimistic; cheerful,0
360,Ubiquitous,found everywhere; omnipresent,0
361,Amorphous,lacking in shape,0
362,Catharsis,purging of pent-up emotions,0
363,Deter,put off; prevent,0
364,Expedite,make faster,0
365,Incarceration,putting in prison,0
366,Machinations,plots and plans,0
367,Overwrought,worked up; in an emotional state,0
368,Preeminent,famous; outstanding,0
369,Sardonic,mocking,0
370,Unalloyed,undiluted; total,0
371,Analgesic,medicine to combat pain,0
372,Caucus,type of private political meeting,0
373,Deteriorate,worsen; decline,0
374,Exposition,clear explanation,0
375,Incessant,without stopping,0
376,Maelstrom,whirlpool; storm in the ocean,0
377,Palatable,good to eat; agreeable,0
378,Prerogative,right or privilege,0
379,Savant,person with knowledge,0
380,Unctuous,oily; using excessive flattery,0
381,Analogous,comparable,0
382,Caustic,burning,0
383,Detrimental,harmful,0
384,Extol,praise,0
385,Incipient,just beginning,0
386,Magnanimous,generous; big-hearted,0
387,Palisade,fence made of posts,0
388,Prescient,having fore-knowledge,0
389,Scale,to climb,0
390,Undermined,damaged; attacked,0
391,Anarchy,chaos; lack of government,0
392,Cavalcade,procession of vehicles,0
393,Devoured,greedily eaten/consumed,0
394,Extradite,deport from one country back to the home country,0
395,Inclination,tendency; a leaning toward,0
396,Magnate,powerful businessman,0
397,Palliative,a remedy that improves but doesn't cure,0
398,Presentiment,a feeling that something might happen,0
399,Scapegoat,person on whom blame is placed for faults of others,0
400,Underscore,emphasize,0
401,Anecdote,a brief amusing story,0
402,Celerity,speed,0
403,Dexterous,skilful with hands,0
404,Extraneous,irrelevant,0
405,Incoherent,not clear,0
406,Maladroit,clumsy; unskillful,0
407,Pallid,pale,0
408,Presumptuous,assuming too much; arrogant,0
409,Scrupulous,careful; diligent; painstaking,0
410,Unequivocal,clear; obvious,0
411,Animosity,hatred; antagonism,0
412,Censorious,disapproving; critical,0
413,Dichotomy,a division into two parts,0
414,Extrapolate,extend; predict on the basis of known data,0
415,Incongruous,not fitting in; out of place,0
416,Malady,illness,0
417,Palpable,easily felt; easily perceived,0
418,Pretentious,pompous; self-important,0
419,Scrutinize,examine carefully,0
420,Unfetter,set free,0
421,Annex (n),a building which is an addition to an existing building,0
422,Censure,blame,0
423,Didactic,intended to teach; instructive,0
424,Extrinsic,irrelevant; on the outside,0
425,Inconsequential,unimportant; insignificant; negligible,0
426,Malediction,a curse,0
427,Panacea,remedy for all ills,0
428,Prevaricate,speak misleadingly and evasively,0
429,Scuttle,sink,0
430,Unfrock,to remove a priest from his position,0
431,Annex (v),take possession of; seize; capture,0
432,Cerebral,intellectual,0
433,Diffident,lacking confidence,0
434,Fallacious,false,0
435,Inconspicuous,not easily seen; subtle; not noticeable,0
436,Malefactor,a wrong-doer,0
437,Paradigm,1. example; 2. model; 3. way of looking at things,0
438,Pristine,unspoiled,0
439,Seminary,an institution in which priests are trained,0
440,Unprecedented,never having happened before,0
441,Anomaly,something which does not fit in a pattern; irregularity,0
442,Certitude,certainty,0
443,Digress,wander off the subject,0
444,Falter,hesitate; waver,0
445,Indelible,cannot be wiped out,0
446,Malinger,deliberately avoid work; shirk,0
447,Paradox,apparently contradictory statement,0
448,Proclivity,tendency towards,0
449,Sensuous,appealing to the senses,0
450,Unscathed,unharmed; intact; without a scratch,0
451,Antagonism,hostility; strong opposition,0
452,Charlatan,trickster who claims knowledge he doesn't have,0
453,Dike,dam; embankment,0
454,Fanatical,obsessive; fixated,0
455,Indifferent,1. neutral;  2. not outstanding,0
456,Malingerer,person who deliberately tries to avoid work,0
457,Paragon,a perfect example,0
458,Procrastinate,delay; put off,0
459,Sentinel,guard; sentry,0
460,Unwitting,not deliberate; unconscious,0
461,Antagonistic,opposed; hostile; aggressive,0
462,Chary,wary of; cautious about; reluctant to give,0
463,Dilatory,slow; falling behind with one's work,0
464,Fanaticism,passion; excessive devotion,0
465,Indigenous,native to a particular area,0
466,Malleable,flexible; can be shaped,0
467,Paramount,of supreme importance,0
468,Prodigal,wasteful; extravagant,0
469,Sequester,isolate,0
470,Upbraid,scold; tell off; reprimand,0
471,Antediluvian,outdated; prehistoric; very old-fashioned,0
472,Chastises,punishes,0
473,Dilemma,puzzling situation,0
474,Fastidious,overly particular; finicky,0
475,Indolence,laziness,0
476,Mallet,1. wooden hammer; 2. stick used for polo,0
477,Parasite,1. scrounger; 2. animal which takes digested food from another,0
478,Prodigious,very large,0
479,Serendipity,fortunate coincidence; unsought discovery,0
480,Uproarious,hilarious; hysterical; very funny,0
481,Anthology,a book which is a collection of poems or stories,0
482,Chicanery,trickery,0
483,Dilettante,person who dabbles in a subject without serious study,0
484,Fatuous,silly; foolish,0
485,Inductee,novice; beginner,0
486,Manipulatable,influencable; controllable,0
487,Parched,dried up,0
488,Profane,unholy,0
489,Serene,calm; peaceful,0
490,Upshot,outcome,0
491,Anthropocentrism,putting man at the center of one's philosophy,0
492,Chimerical,changeable; unstable,0
493,Diligent,hard-working,0
494,Feasible,possible and practicable,0
495,Indulgent,pampering; satisfying desires,0
496,Marred,damaged; spoiled,0
497,Pariah,an outcast from society,0
498,Profanity,swearing; cursing,0
499,Serrated,jagged; saw-like,0
500,Urbane,sophisticated; suave,0
501,Antiquated,outdated; old fashioned,0
502,Choleric,easily angered,0
503,Diorama,model of a scene,0
504,Fecund,fertile,0
505,Inebriation,drunkenness; intoxication,0
506,Marshal,to gather together,0
507,Parity,equality,0
508,Profound,having deep meaning,0
509,Servile,overly submissive; groveling,0
510,Usurp,take someone's position (usually by force),0
511,Apathetic,indifferent; uninterested; lethargic,0
512,Chronicler,person who records historical information,0
513,Dirge,mournful song,0
514,Felicitous,apt,0
515,Ineffable,cannot be expressed in words,0
516,Marsupial,pouched mammal (like a kangaroo),0
517,Parochial,narrow-minded; concerned only with local matters,0
518,Profundity,depth,0
519,Skeptical,doubting; not gullible,0
520,Utilitarian,useful,0
521,Apathy,lack of interest or emotion,0
522,Circuitous,indirect,0
523,Disapprobation,disapproval,0
524,Fervor,passion; enthusiasm,0
525,Inept,incompetent; unskilled; useless,0
526,Martinet,person who believes in strict discipline,0
527,Parody,a mockery; imitation for ridicule; spoof,0
528,Proletarian,member of the working class,0
529,Skirmish,minor battle,0
530,Utopian,a believer in an ideal world,0
531,Apocryphal,of doubtful origin,0
532,Circumlocution,using too many words; long-windedness,0
533,Discern,to distinguish one thing from another,0
534,Fickle,unpredictable; whimsical; easily swayed,0
535,Inertia,inactivity; lethargy,0
536,Masochist,person who intentionally inflicts pain on himself,0
537,Parry,ward off; avoid,0
538,Prolific,producing a lot,0
539,Sluggard,slow-moving; lethargic person,0
540,Vacillate,waver; hesitate,0
541,Appease,pacify; soothe; calm down; make peace with,0
542,Circumscribe,limit,0
543,Discord,disagreement,0
544,Finesse,skill,0
545,Inevitable,cannot be avoided,0
546,Matriarchy,society governed by women,0
547,Parsimonious,economical; frugal; thrifty,0
548,Proponents,promoters; supporters,0
549,Smelt,refine an ore,0
550,Vacuous,empty; silly; meaningless,0
551,Apprehensive,worried; fearful,0
552,Circumspect,cautious; considering all sides,0
553,Discordancy,cacophony; harshness; jarring,0
554,Fitful,not continuous; stopping and starting,0
555,Inexorable,relentless,0
556,Maverick,a loner,0
557,Parsimony,stinginess; frugality; cost-cutting,0
558,Prosaic,dull; boring; ordinary,0
559,Smorgasbord,a Swedish buffet of cold dishes,0
560,Vagrant,person wandering without a home,0
561,Arable,can be cultivated,0
562,Circumvent,avoid,0
563,Discrepancy,something which does not match up; inconsistency,0
564,Flagrant,clearly wrong,0
565,Inexpedient,not advisable,0
566,Meager,in short supply,0
567,Partisan,biased; one-sided; committed to one group,0
568,Proscribe,forbid,0
569,Solace,comfort for grief,0
570,Vapid,dull; uninspiring,0
571,Arbitrary,random; for no definite reason,0
572,Clairvoyant,psychic; mystic,0
573,Discriminate,to make a clear distinction; see the difference,0
574,Flamboyant,showy; ornate,0
575,Infallible,perfect; flawless; cannot make mistakes,0
576,Meander,wander from side to side,0
577,Pathos,evoking sadness or pity,0
578,Prosody,study of versification,0
579,Solicit,to ask for; seek,0
580,Variegated,multicolored; speckled,0
581,Arcane,obscure; known only to a few people,0
582,Clamor,shout; scream,0
583,Discursiveness,long windedness; indirectness,0
584,Flaunt,show off; display in a showy manner,0
585,Infamous,famous for something bad,0
586,Mellow,soft; melodious; ripe,0
587,Patron,one who give support (usually financial),0
588,Prostration,1. lying face down; 2. be overcome with extreme weakness,0
589,Somnambulist,sleepwalker,0
590,Vehemence,violence; fervor; forcefulness,0
591,Archaic,ancient; outdated; old fashioned,0
592,Clandestine,secret; covert; stealthy,0
593,Disdain,contempt; strong dislike,0
594,Flippant,making jokes about serious matters,0
595,Infer,deduce; conclude,0
596,Menagerie,collection of animals,0
597,Patronize,condescend to; behave in an arrogant manner towards,0
598,Protagonist,main character in film; book; play etc.,0
599,Soothsayer,fortuneteller,0
600,Vehement,forceful,0
601,Archetype,classic example of,0
602,Clemency,mercy,0
603,Disinterested,unbiased,0
604,Flout,defy; reject,0
605,Ingnue,nave; unsophisticated person,0
606,Mendacious,given to lying,0
607,Paucity,shortage,0
608,Protean,changeable,0
609,Sophomoric,juvenile; immature,0
610,Venal,corrupt; can be bribed,0
611,Archives,collections of old records; place of storage of old documents,0
612,Clich,overused expression; something unoriginal,0
613,Disparage,criticize; belittle,0
614,Flustered,worked-up; not calm,0
615,Ingrate,ungrateful person,0
616,Mercenary,concerned only with money,0
617,Peccadillo,minor weakness; trivial offence,0
618,Protg,person under protection of; or guided by another,0
619,Soporific,inducing sleep,0
620,Veneer,surface coating,0
621,Articulate,clear; lucid; eloquent,0
622,Clientele,customers,0
623,Disparity,an inequality,0
624,Fly-by-night,unreliable; disreputable,0
625,Inimical,hostile,0
626,Mercurial,volatile; changeable,0
627,Pedant,person who insists on strict adherence to rules or narrow learning,0
628,Protocol,procedure; code of behavior,0
629,Sparse,spare; bare; meager,0
630,Venerate,revere; worship,0
631,Artifice,deception; trickery,0
632,Coalesce,come together; merge,0
633,Dispassionate,neutral; objective,0
634,Forensic,concerned with argument or debate (esp. for legal evidence),0
635,Innate,inherited; inborn,0
636,Merge,come together,0
637,Pedestrian,common; mundane; banal,0
638,Provincial,unsophisticated; narrow-minded,0
639,Specious,false,0
640,Venial,minor; unimportant,0
641,Artisan,craftsman,0
642,Coddle,pamper; fuss over; indulge,0
643,Disseminating,circulating; broadcasting; spreading (information),0
644,Fortitude,bravery,0
645,Innocuous,harmless; inoffensive,0
646,Metaphorically,symbolically; figuratively,0
647,Peerless,without equal,0
648,Prudent,cautious; wise,0
649,Speckled,spotted; freckled; dotted,0
650,Veracity,truthfulness,0
651,Ascetic,without luxuries; severely simple,0
652,Coercion,force,0
653,Diurnal,active in daytime,0
654,Fortuitous,happening by chance,0
655,Innovate,create; introduce something new,0
656,Meticulous,very careful; painstaking,0
657,Pejorative,derogatory,0
658,Puerile,childish,0
659,Sporadic,not continuous; intermittent,0
660,Verbose,talkative; long-winded; rambling,0
661,Assiduous,thorough; diligent,0
662,Cogent,lucid; well argued,0
663,Divert,1. entertain; 2. distract; 3. cause a detour,0
664,Fractious,irritable; difficult to control,0
665,Inscrutable,mysterious; impenetrable,0
666,Mettle,courage; bravery; valor,0
667,Pellucid,transparently clear,0
668,Punctilious,paying attention to small details,0
669,Spurious,false,0
670,Verbosity,using too many words,0
671,Assuage,to calm,0
672,Cogitate,think over something; ponder,0
673,Docile,gentle and easily lead,0
674,Fraudulent,fake; false,0
675,Insentient,unfeeling,0
676,Milieu,environment,0
677,Pensive,in a thoughtful mood; thinking deeply,0
678,Purloin,steal,0
679,Stagnant,still; not moving,0
680,Vertigo,dizziness,0
681,Astute,perceptive; sharp-witted,0
682,Collage,picture made from fragments of other pictures,0
683,Dogmatic,having stubbornly held opinions,0
684,Frivolous,not serious,0
685,Insipid,dull; bland; boring,0
686,Mire,swamp; muddy ground,0
687,Penury,poverty,0
688,Pusillanimous,cowardly,0
689,Staid,dull; sober; serious,0
690,Vestigial,not developed,0
691,Asylum,place of refuge or safety,0
692,Collate,arrange in order,0
693,Dolt,stupid person,0
694,Frugal,economical; not wasting anything,0
695,Instigate,to start; provoke,0
696,Misanthrope,hater of the rest of mankind,0
697,Perceptive,observant,0
698,Pyromania,compulsion to start fires,0
699,Stanza,section of a poem,0
700,Vignette,small sketch,0
701,Atheist,person who does not believe in God,0
702,Colloquial,local and informal (used of language),0
703,Dotard,foolish old man,0
704,Furrow,groove,0
705,Instigator,troublemaker; person who entices others to do something,0
706,Misnomer,wrong name,0
707,Percipient,perceptive; insightful,0
708,Quaff,drink down quickly,0
709,Staunch,loyal; faithful; dependable,0
710,Vilification,blackening someone's name,0
711,Atrophy,waste away from lack of use,0
712,Collusion,plotting and planning,0
713,Drawl,speak slowly with words running together,0
714,Furtive,hidden and secret,0
715,Insurgent,a rebel,0
716,Misogynist,hater of women,0
717,Perdition,damnation,0
718,Quagmire,marsh; bog,0
719,Stereotype,fixed image,0
720,Vindicate,prove right; remove blame,0
721,Attenuate,weaken,0
722,Commandeer,take possession of,0
723,Drivel,nonsense,0
724,Futile,useless; hopeless,0
725,Interminable,never-ending,0
726,Misrepresentation,deliberately deceiving,0
727,Peremptory,in a commanding manner,0
728,Quaint,picturesque,0
729,Stevedore,dockworker,0
730,Virtuoso,an accomplished musician,0
731,Augment,increase; make bigger,0
732,Complacent,self-satisfied; smug,0
733,Droll,dryly amusing,0
734,Galleon,ancient type of sailing ship,0
735,Intermittent,sporadic; irregular,0
736,Mitigate,lessen; make less severe,0
737,Perfidy,treachery,0
738,Quandary,dilemma; puzzle,0
739,Stifle,suppress,0
740,Virulent,dangerous; harmful,0
741,Auspicious,favorable; promising to turn out well,0
742,Compliant,easy to control; submissive,0
743,Drone,1. monotonous noise (n); 2. to speak with no emotion (v); 3.male bee,0
744,Gambol,frolic; leap; bound,0
745,Intransigence,stubbornness,0
746,Modicum,small amount,0
747,Perfunctory,superficial; cursory,0
748,Quarantine,isolation to prevent the spread of disease,0
749,Stoic,known for fortitude; indifferent to pleasure or pain,0
750,Vital,essential; alive; important,0
751,Austere,severely plain,0
752,Concatenate,link together,0
753,Dubious,doubtful,0
754,Garble,distort; confuse; muddle,0
755,Intransigent,stubborn; unyielding,0
756,Momentous,very important,0
757,Peripatetic,nomadic; moving from place to place,0
758,Quarry,1. something that is hunted; 2. mine for stone,0
759,Stoke,add fuel to; strengthen,0
760,Vitriolic,corrosive; strongly attacking,0
761,Aversion,a dislike of,0
762,Concatenation,linking into chains,0
763,Dupe,to fool someone,0
764,Garish,gaudy,0
765,Intrepid,brave,0
766,Monotonous,dull; unvarying,0
767,Peripheral,on the edge; not important,0
768,Querulous,always complaining,0
769,Stolid,impassive; dull; indifferent,0
770,Vivacity,liveliness; animation,0
771,Balk,hinder and prevent; hesitate over,0
